Model,Threshold,Accuracy,Precision,Recall,F1-Score,ROC-AUC
RANDOM FOREST (NO SMOTE) (Threshold=0.45),0.45,0.4155,0.19016921837228043,0.59,0.28762949421084705,0.4836140625
