Model,Accuracy,Precision,Recall,F1-Score,ROC-AUC,Default Threshold,Decision Threshold,Best CV F1,Training F1,F1 Gap,Best Params
SVM,0.5625,0.180349932705249,0.335,0.23447069116360456,0.4663109375,0.5,0.51,0.29772448574643395,0.3063343717549325,0.008609886008498546,"{'svm__kernel': 'rbf', 'svm__gamma': 0.001, 'svm__C': 1}"
