Model,Accuracy,Precision,Recall,F1-Score,ROC-AUC,Default Threshold,Decision Threshold,Best CV F1,Training F1,F1 Gap,Best Params
SVM + XGBoost Hybrid,0.582,0.18945868945868946,0.3325,0.2413793103448276,0.48831171875,0.5,0.51,0.2944641516162031,0.31446073881566733,0.019996587199464233,"{'hybrid__xgb_weight': 2, 'hybrid__xgb_subsample': 0.8, 'hybrid__xgb_n_estimators': 100, 'hybrid__xgb_min_child_weight': 3, 'hybrid__xgb_max_depth': 2, 'hybrid__xgb_learning_rate': 0.02, 'hybrid__xgb_gamma': 0.3, 'hybrid__xgb_colsample_bytree': 0.8, 'hybrid__svm_weight': 2, 'hybrid__svm_kernel': 'rbf', 'hybrid__svm_gamma': 0.001, 'hybrid__svm_C': 0.1}"
